Robot X, Robot Y, Robot Yaw
(0.77, 1.24, -3.02),
(0.76, 1.24, -3.01),
(0.76, 1.24, -3.0),
(0.75, 1.24, -2.99),
(0.75, 1.23, -2.98),
(0.74, 1.23, -2.98),
(0.74, 1.23, -2.98),
(0.73, 1.23, -2.97),
(0.73, 1.23, -2.97),
(0.72, 1.23, -2.96),
(0.72, 1.23, -2.96),
(0.71, 1.23, -2.96),
(0.71, 1.23, -2.96),
(0.7, 1.23, -2.96),
(0.7, 1.23, -2.95),
(0.69, 1.23, -2.95),
(0.69, 1.22, -2.95),
(0.68, 1.22, -2.95),
(0.68, 1.22, -2.94),
(0.68, 1.22, -2.94),
(0.67, 1.22, -2.94),
(0.67, 1.22, -2.94),
(0.66, 1.22, -2.94),
(0.66, 1.22, -2.95),
(0.65, 1.22, -2.95),
(0.65, 1.22, -2.95),
(0.64, 1.21, -2.96),
(0.64, 1.21, -2.96),
(0.63, 1.21, -2.96),
(0.63, 1.21, -2.97),
(0.62, 1.21, -2.97),
(0.62, 1.21, -2.98),
(0.61, 1.21, -2.99),
(0.61, 1.21, -2.99),
(0.6, 1.21, -3.0),
(0.6, 1.21, -3.01),
(0.59, 1.21, -3.02),
(0.59, 1.21, -3.02),
(0.58, 1.21, -3.03),
(0.58, 1.21, -3.04),
(0.57, 1.2, -3.05),
(0.57, 1.2, -3.06),
(0.56, 1.2, -3.07),
(0.56, 1.2, -3.09),
(0.55, 1.2, -3.1),
(0.55, 1.2, -3.11),
(0.54, 1.2, -3.12),
(0.54, 1.2, -3.13),
(0.53, 1.2, 3.14),
(0.53, 1.2, 3.12),
(0.52, 1.2, 3.11),
(0.52, 1.2, 3.1),
(0.51, 1.2, 3.09),
(0.51, 1.2, 3.07),
(0.5, 1.2, 3.06),
(0.5, 1.2, 3.05),
(0.49, 1.2, 3.04),
(0.49, 1.21, 3.03),
(0.48, 1.21, 3.02),
(0.48, 1.21, 3.0),
(0.47, 1.21, 2.99),
(0.47, 1.21, 2.98),
(0.46, 1.21, 2.96),
(0.46, 1.21, 2.95),
(0.45, 1.21, 2.94),
(0.45, 1.21, 2.92),
(0.44, 1.21, 2.91),
(0.44, 1.21, 2.9),
(0.43, 1.22, 2.88),
(0.43, 1.22, 2.87),
(0.43, 1.22, 2.86),
(0.42, 1.22, 2.84),
(0.42, 1.22, 2.83),
(0.41, 1.22, 2.82),
(0.41, 1.22, 2.82),
(0.4, 1.23, 2.82),
(0.4, 1.23, 2.81),
(0.39, 1.23, 2.81),
(0.39, 1.23, 2.8),
(0.38, 1.23, 2.8),
(0.38, 1.23, 2.79),
(0.37, 1.24, 2.78),
(0.37, 1.24, 2.77),
(0.37, 1.24, 2.76),
(0.36, 1.24, 2.74),
(0.36, 1.24, 2.73),
(0.35, 1.24, 2.72),
(0.35, 1.25, 2.7),
(0.34, 1.25, 2.69),
(0.34, 1.25, 2.67),
(0.33, 1.25, 2.66),
(0.33, 1.26, 2.64),
(0.33, 1.26, 2.63),
(0.32, 1.26, 2.61),
(0.32, 1.26, 2.6),
(0.31, 1.27, 2.58),
(0.31, 1.27, 2.57),
(0.31, 1.27, 2.55),
(0.3, 1.27, 2.54),
(0.3, 1.28, 2.52),
(0.29, 1.28, 2.5),
(0.29, 1.28, 2.49),
(0.29, 1.28, 2.47),
(0.28, 1.29, 2.46),
(0.28, 1.29, 2.44),
(0.27, 1.29, 2.43),
(0.27, 1.3, 2.41),
(0.27, 1.3, 2.4),
(0.26, 1.3, 2.38),
(0.26, 1.31, 2.36),
(0.26, 1.31, 2.34),
(0.25, 1.31, 2.33),
(0.25, 1.32, 2.31),
(0.25, 1.32, 2.3),
(0.24, 1.32, 2.28),
(0.24, 1.33, 2.26),
(0.24, 1.33, 2.25),
(0.24, 1.34, 2.23),
(0.23, 1.34, 2.22),
(0.23, 1.34, 2.21),
(0.23, 1.35, 2.19),
(0.22, 1.35, 2.18),
(0.22, 1.36, 2.17),
(0.22, 1.36, 2.16),
(0.22, 1.36, 2.15),
(0.21, 1.37, 2.13),
(0.21, 1.37, 2.12),
(0.21, 1.38, 2.11),
(0.21, 1.38, 2.09),
(0.2, 1.38, 2.08),
(0.2, 1.39, 2.07),
(0.2, 1.39, 2.06),
(0.2, 1.4, 2.05),
(0.19, 1.4, 2.04),
(0.19, 1.41, 2.03),
(0.19, 1.41, 2.01),
(0.19, 1.42, 2.0),
(0.19, 1.42, 2.0),
(0.18, 1.42, 1.99),
(0.18, 1.43, 1.98),
(0.18, 1.43, 1.97),
(0.18, 1.44, 1.97),
(0.18, 1.44, 1.96),
(0.17, 1.45, 1.95),
(0.17, 1.45, 1.95),
(0.17, 1.46, 1.94),
(0.17, 1.46, 1.94),
(0.17, 1.46, 1.93),
(0.16, 1.47, 1.93),
(0.16, 1.47, 1.93),
(0.16, 1.48, 1.93),
(0.16, 1.48, 1.93),
(0.16, 1.49, 1.94),
(0.16, 1.49, 1.94),
(0.15, 1.5, 1.94),
(0.15, 1.5, 1.95),
(0.15, 1.51, 1.96),
(0.15, 1.51, 1.97),
(0.15, 1.52, 1.98),
(0.14, 1.52, 1.99),
(0.14, 1.52, 2.0),
(0.14, 1.53, 2.01),
(0.14, 1.53, 2.03),
(0.14, 1.54, 2.04),
(0.13, 1.54, 2.06),
(0.13, 1.55, 2.07),
(0.13, 1.55, 2.09),
(0.13, 1.55, 2.1),
(0.12, 1.56, 2.12),
(0.12, 1.56, 2.14),
(0.12, 1.57, 2.15),
(0.12, 1.57, 2.17),
(0.11, 1.57, 2.18),
(0.11, 1.58, 2.2),
(0.11, 1.58, 2.22),
(0.11, 1.59, 2.24),
(0.1, 1.59, 2.25),
(0.1, 1.59, 2.27),
(0.1, 1.6, 2.28),
(0.09, 1.6, 2.3),
(0.09, 1.6, 2.32),
(0.09, 1.61, 2.33),
(0.08, 1.61, 2.35),
(0.08, 1.61, 2.37),
(0.08, 1.62, 2.38),
(0.07, 1.62, 2.4),
(0.07, 1.62, 2.42),
(0.07, 1.63, 2.44),
(0.06, 1.63, 2.45),
(0.06, 1.63, 2.47),
(0.05, 1.64, 2.49),
(0.05, 1.64, 2.5),
(0.05, 1.64, 2.52),
(0.04, 1.65, 2.53),
(0.04, 1.65, 2.54),
(0.04, 1.65, 2.56),
(0.03, 1.65, 2.57),
(0.03, 1.66, 2.59),
(0.02, 1.66, 2.6),
(0.02, 1.66, 2.61),
(0.01, 1.66, 2.63),
(0.01, 1.67, 2.64),
(0.01, 1.67, 2.66),
(0.0, 1.67, 2.67),
(-0.0, 1.67, 2.69),
(-0.01, 1.67, 2.7),
(-0.01, 1.68, 2.72),
(-0.02, 1.68, 2.74),
(-0.02, 1.68, 2.75),
(-0.03, 1.68, 2.76),
(-0.03, 1.68, 2.78),
(-0.03, 1.69, 2.79),
(-0.04, 1.69, 2.8),
(-0.04, 1.69, 2.82),
(-0.05, 1.69, 2.83),
(-0.05, 1.69, 2.85),
(-0.06, 1.69, 2.87),
(-0.06, 1.69, 2.88),
(-0.07, 1.7, 2.9),
(-0.07, 1.7, 2.92),
(-0.08, 1.7, 2.93),
(-0.08, 1.7, 2.95),
(-0.09, 1.7, 2.97),
(-0.09, 1.7, 2.98),
(-0.1, 1.7, 3.0),
(-0.1, 1.7, 3.01),
(-0.1, 1.7, 3.02),
(-0.11, 1.7, 3.03),
(-0.11, 1.7, 3.04),
(-0.12, 1.7, 3.05),
(-0.12, 1.7, 3.06),
(-0.13, 1.7, 3.08),
(-0.13, 1.71, 3.09),
(-0.14, 1.71, 3.1),
(-0.14, 1.71, 3.11),
(-0.15, 1.71, 3.12),
(-0.15, 1.71, 3.13),
(-0.16, 1.71, 3.14),
(-0.16, 1.71, -3.14),
(-0.17, 1.71, -3.13),
(-0.17, 1.71, -3.12),
(-0.18, 1.71, -3.11),
(-0.18, 1.71, -3.1),
(-0.19, 1.7, -3.09),
(-0.19, 1.7, -3.09),
(-0.2, 1.7, -3.08),
(-0.2, 1.7, -3.08),
(-0.21, 1.7, -3.08),
(-0.21, 1.7, -3.07),
(-0.22, 1.7, -3.07),
(-0.22, 1.7, -3.07),
(-0.23, 1.7, -3.07),
(-0.23, 1.7, -3.07),
(-0.24, 1.7, -3.06),
(-0.24, 1.7, -3.06),
(-0.25, 1.7, -3.06),
(-0.25, 1.7, -3.06),
(-0.26, 1.7, -3.06),
(-0.26, 1.7, -3.06),
(-0.27, 1.7, -3.06),
(-0.27, 1.7, -3.06),
(-0.28, 1.7, -3.07),
(-0.28, 1.7, -3.07),
(-0.29, 1.7, -3.07),
(-0.29, 1.7, -3.06),
(-0.3, 1.7, -3.06),
(-0.3, 1.7, -3.06),
(-0.31, 1.7, -3.06),
(-0.31, 1.7, -3.07),
(-0.32, 1.7, -3.07),
(-0.32, 1.7, -3.07),
(-0.33, 1.69, -3.08),
(-0.33, 1.69, -3.08),
(-0.34, 1.69, -3.09),
(-0.34, 1.69, -3.09),
(-0.35, 1.69, -3.1),
(-0.35, 1.69, -3.1),
(-0.36, 1.69, -3.11),
(-0.36, 1.69, -3.11),
(-0.37, 1.69, -3.12),
(-0.37, 1.69, -3.12),
(-0.38, 1.69, -3.13),
(-0.38, 1.69, -3.13),
(-0.39, 1.69, -3.13),
(-0.39, 1.69, -3.13),
(-0.4, 1.69, -3.14),
(-0.4, 1.69, -3.14),
(-0.41, 1.69, -3.14),
(-0.41, 1.69, -3.14),
(-0.42, 1.69, -3.14),
(-0.42, 1.69, 3.14),
(-0.43, 1.69, 3.14),
(-0.43, 1.69, 3.14),
(-0.44, 1.69, 3.14),
(-0.44, 1.69, 3.14),
(-0.45, 1.69, 3.13),
(-0.45, 1.69, 3.13),
(-0.46, 1.69, 3.13),
(-0.46, 1.69, 3.13),
(-0.47, 1.69, 3.12),
(-0.47, 1.69, 3.12),
(-0.48, 1.69, 3.12),
(-0.48, 1.69, 3.12),
(-0.49, 1.69, 3.12),
(-0.49, 1.69, 3.12),
(-0.5, 1.69, 3.11),
(-0.5, 1.69, 3.11),
(-0.51, 1.69, 3.11),
(-0.51, 1.69, 3.11),
(-0.52, 1.69, 3.11),
(-0.52, 1.69, 3.11),
(-0.52, 1.69, 3.11),
(-0.53, 1.69, 3.11),
(-0.53, 1.7, 3.12),
(-0.54, 1.7, 3.12),
(-0.54, 1.7, 3.12),
(-0.55, 1.7, 3.12),
(-0.55, 1.7, 3.12),
(-0.56, 1.7, 3.12),
(-0.56, 1.7, 3.12),
(-0.57, 1.7, 3.12),
(-0.57, 1.7, 3.12),
(-0.58, 1.7, 3.12),
(-0.58, 1.7, 3.12),
(-0.59, 1.7, 3.12),
(-0.59, 1.7, 3.13),
(-0.6, 1.7, 3.13),
(-0.6, 1.7, 3.13),
(-0.61, 1.7, 3.13),
(-0.61, 1.7, 3.13),
(-0.62, 1.7, 3.13),
(-0.62, 1.7, 3.14),
(-0.63, 1.7, 3.14),
(-0.63, 1.7, 3.14),
(-0.64, 1.7, 3.14),
(-0.64, 1.7, 3.14),
(-0.65, 1.7, 3.14),
(-0.65, 1.7, 3.14),
(-0.66, 1.7, 3.14),
(-0.66, 1.7, 3.14),
(-0.67, 1.7, 3.14),
(-0.67, 1.7, -3.14),
(-0.68, 1.7, -3.13),
(-0.68, 1.7, -3.13),
(-0.69, 1.7, -3.13),
(-0.69, 1.7, -3.13),
(-0.7, 1.7, -3.13),
(-0.7, 1.7, -3.13),
(-0.71, 1.7, -3.13),
(-0.71, 1.7, -3.12),
(-0.72, 1.7, -3.12),
(-0.72, 1.7, -3.12),
(-0.73, 1.7, -3.12),
(-0.73, 1.7, -3.12),
(-0.74, 1.7, -3.12),
(-0.74, 1.7, -3.13),
(-0.75, 1.7, -3.13),
(-0.75, 1.7, -3.13),
(-0.76, 1.7, -3.12),
(-0.76, 1.7, -3.12),
(-0.77, 1.7, -3.12),
(-0.77, 1.7, -3.12),
(-0.78, 1.69, -3.12),
(-0.78, 1.69, -3.12),
(-0.79, 1.69, -3.12),
(-0.79, 1.69, -3.12),
(-0.8, 1.69, -3.12),
(-0.8, 1.69, -3.12),
(-0.81, 1.69, -3.12),
(-0.81, 1.69, -3.12),
(-0.82, 1.69, -3.12),
(-0.82, 1.69, -3.12),
(-0.83, 1.69, -3.12),
(-0.83, 1.69, -3.12),
(-0.84, 1.69, -3.12),
(-0.84, 1.69, -3.12),
(-0.85, 1.69, -3.12),
(-0.85, 1.69, -3.12),
(-0.86, 1.69, -3.13),
(-0.86, 1.69, -3.13),
(-0.87, 1.69, -3.13),
(-0.87, 1.69, -3.14),
(-0.88, 1.69, -3.14),
(-0.88, 1.69, -3.13),
(-0.89, 1.69, -3.13),
(-0.89, 1.69, -3.13),
(-0.9, 1.69, -3.13),
(-0.9, 1.69, -3.13),
(-0.91, 1.69, -3.13),
(-0.91, 1.69, -3.13),
(-0.92, 1.69, -3.13),
(-0.92, 1.69, -3.14),
(-0.93, 1.69, -3.13),
(-0.93, 1.69, -3.13),
(-0.94, 1.69, -3.13),
(-0.94, 1.69, -3.13),
(-0.95, 1.69, -3.13),
(-0.95, 1.69, -3.14),
(-0.96, 1.69, -3.14),
(-0.96, 1.69, -3.14),
(-0.97, 1.69, -3.14),
(-0.97, 1.69, -3.14),
(-0.98, 1.69, -3.14),
(-0.98, 1.69, -3.14),
(-0.99, 1.69, -3.14),
(-0.99, 1.69, -3.14),
(-1.0, 1.69, -3.14),
(-1.0, 1.69, -3.14),
(-1.01, 1.69, -3.13),
(-1.01, 1.69, -3.13),
(-1.02, 1.69, -3.14),
(-1.02, 1.69, -3.14),
(-1.03, 1.69, -3.14),
(-1.03, 1.69, -3.14),
(-1.04, 1.69, -3.14),
(-1.04, 1.69, -3.14),
(-1.05, 1.69, -3.14),
(-1.05, 1.69, -3.14),
(-1.06, 1.69, -3.14),
(-1.06, 1.69, -3.14),
(-1.07, 1.69, -3.14),
(-1.07, 1.69, -3.14),
(-1.08, 1.69, -3.14),
(-1.08, 1.69, -3.14),
(-1.09, 1.69, -3.14),
(-1.09, 1.69, -3.14),
(-1.1, 1.69, -3.14),
(-1.1, 1.69, -3.14),
(-1.11, 1.69, -3.13),
(-1.11, 1.69, -3.13),
(-1.12, 1.69, -3.13),
(-1.12, 1.69, -3.13),
(-1.13, 1.69, -3.13),
(-1.13, 1.69, -3.13),
(-1.14, 1.69, -3.13),
(-1.14, 1.69, -3.13),
(-1.15, 1.69, -3.13),
(-1.15, 1.69, -3.13),
(-1.16, 1.69, -3.13),
(-1.16, 1.69, -3.13),
(-1.17, 1.69, -3.13),
(-1.17, 1.69, -3.13),
(-1.18, 1.69, -3.14),
(-1.18, 1.69, -3.13),
(-1.19, 1.69, -3.13),
(-1.19, 1.69, -3.13),
(-1.2, 1.69, -3.13),
(-1.2, 1.69, -3.13),
(-1.21, 1.69, -3.13),
(-1.21, 1.69, -3.13),
(-1.22, 1.69, -3.13),
(-1.22, 1.69, -3.13),
(-1.23, 1.69, -3.13),
(-1.23, 1.69, -3.13),
(-1.24, 1.69, -3.13),
(-1.24, 1.69, -3.13),
(-1.25, 1.69, -3.13),
(-1.25, 1.69, -3.13),
(-1.26, 1.69, -3.13),
(-1.26, 1.69, -3.13),
(-1.27, 1.69, -3.13),
(-1.27, 1.69, -3.13),
(-1.28, 1.69, -3.13),
(-1.28, 1.69, -3.13),
(-1.29, 1.69, -3.13),
(-1.29, 1.69, -3.13),
(-1.3, 1.69, -3.13),
(-1.3, 1.69, -3.13),
(-1.31, 1.69, -3.13),
(-1.31, 1.69, -3.13),
(-1.32, 1.69, -3.13),
(-1.32, 1.69, -3.13),
(-1.33, 1.69, -3.12),
(-1.33, 1.69, -3.12),
(-1.34, 1.69, -3.12),
(-1.34, 1.69, -3.12),
(-1.35, 1.69, -3.12),
(-1.35, 1.69, -3.12),
(-1.36, 1.69, -3.12),
(-1.36, 1.69, -3.12),
(-1.37, 1.69, -3.12),
(-1.37, 1.69, -3.11),
(-1.38, 1.69, -3.11),
(-1.38, 1.69, -3.11),
(-1.39, 1.69, -3.11),
(-1.39, 1.69, -3.11),
(-1.4, 1.69, -3.1),
(-1.4, 1.69, -3.1),
(-1.41, 1.69, -3.1),
(-1.41, 1.69, -3.1),
(-1.42, 1.69, -3.09),
(-1.42, 1.69, -3.09),
(-1.43, 1.69, -3.09),
(-1.43, 1.69, -3.09),
(-1.44, 1.69, -3.08),
(-1.44, 1.69, -3.08),
(-1.45, 1.69, -3.08),
(-1.45, 1.68, -3.07),
(-1.46, 1.68, -3.07),
(-1.46, 1.68, -3.06),
(-1.47, 1.68, -3.06),
(-1.47, 1.68, -3.05),
(-1.48, 1.68, -3.04),
(-1.48, 1.68, -3.04),
(-1.49, 1.68, -3.03),
(-1.49, 1.68, -3.03),
(-1.5, 1.68, -3.02),
(-1.5, 1.68, -3.01),
(-1.51, 1.68, -3.0),
(-1.51, 1.68, -2.99),
(-1.51, 1.68, -2.99),
(-1.52, 1.68, -2.98),
(-1.52, 1.68, -2.97),
(-1.53, 1.68, -2.96),
(-1.53, 1.67, -2.95),
(-1.54, 1.67, -2.94),
(-1.54, 1.67, -2.93),
(-1.55, 1.67, -2.92),
(-1.55, 1.67, -2.91),
(-1.56, 1.67, -2.89),
(-1.56, 1.67, -2.88),
(-1.57, 1.67, -2.87),
(-1.57, 1.67, -2.86),
(-1.58, 1.66, -2.84),
(-1.58, 1.66, -2.83),
(-1.59, 1.66, -2.82),
(-1.59, 1.66, -2.8),
(-1.6, 1.66, -2.79),
(-1.6, 1.66, -2.77),
(-1.6, 1.65, -2.75),
(-1.61, 1.65, -2.74),
(-1.61, 1.65, -2.72),
(-1.62, 1.65, -2.71),
(-1.62, 1.65, -2.69),
(-1.63, 1.64, -2.67),
(-1.63, 1.64, -2.65),
(-1.63, 1.64, -2.63),
(-1.64, 1.64, -2.61),
(-1.64, 1.63, -2.6),
(-1.65, 1.63, -2.58),
(-1.65, 1.63, -2.55),
(-1.66, 1.63, -2.53),
(-1.66, 1.62, -2.51),
(-1.66, 1.62, -2.49),
(-1.67, 1.62, -2.47),
(-1.67, 1.62, -2.45),
(-1.67, 1.61, -2.43),
(-1.68, 1.61, -2.41),
(-1.68, 1.61, -2.39),
(-1.68, 1.6, -2.37),
(-1.69, 1.6, -2.35),
(-1.69, 1.6, -2.33),
(-1.69, 1.59, -2.31),
(-1.7, 1.59, -2.29),
(-1.7, 1.59, -2.27),
(-1.7, 1.58, -2.25),
(-1.71, 1.58, -2.23),
(-1.71, 1.57, -2.21),
(-1.71, 1.57, -2.19),
(-1.71, 1.57, -2.17),
(-1.72, 1.56, -2.15),
(-1.72, 1.56, -2.13),
(-1.72, 1.55, -2.11),
(-1.72, 1.55, -2.09),
(-1.73, 1.55, -2.07),
(-1.73, 1.54, -2.05),
(-1.73, 1.54, -2.03),
(-1.73, 1.53, -2.01),
(-1.74, 1.53, -1.99),
(-1.74, 1.52, -1.97),
(-1.74, 1.52, -1.95),
(-1.74, 1.52, -1.93),
(-1.74, 1.51, -1.91),
(-1.74, 1.51, -1.88),
(-1.75, 1.5, -1.86),
(-1.75, 1.5, -1.85),
(-1.75, 1.49, -1.83),
(-1.75, 1.49, -1.81),
(-1.75, 1.48, -1.8),
(-1.75, 1.48, -1.78),
(-1.75, 1.47, -1.76),
(-1.75, 1.47, -1.74),
(-1.75, 1.46, -1.72),
(-1.76, 1.46, -1.71),
(-1.76, 1.45, -1.69),
(-1.76, 1.45, -1.67),
(-1.76, 1.44, -1.65),
(-1.76, 1.44, -1.63),
(-1.76, 1.43, -1.62),
(-1.76, 1.43, -1.6),
(-1.76, 1.42, -1.58),
(-1.76, 1.42, -1.57),
(-1.76, 1.41, -1.55),
(-1.76, 1.41, -1.54),
(-1.76, 1.41, -1.52),
(-1.76, 1.4, -1.51),
(-1.76, 1.4, -1.49),
(-1.76, 1.39, -1.48),
(-1.76, 1.39, -1.46),
(-1.76, 1.38, -1.45),
(-1.75, 1.38, -1.44),
(-1.75, 1.37, -1.42),
(-1.75, 1.37, -1.41),
(-1.75, 1.36, -1.4),
(-1.75, 1.36, -1.39),
(-1.75, 1.35, -1.38),
(-1.75, 1.35, -1.36),
(-1.75, 1.34, -1.35),
(-1.75, 1.34, -1.34),
(-1.75, 1.33, -1.33),
(-1.74, 1.33, -1.31),
(-1.74, 1.32, -1.3),
(-1.74, 1.32, -1.29),
(-1.74, 1.31, -1.28),
(-1.74, 1.31, -1.27),
(-1.74, 1.3, -1.25),
(-1.74, 1.3, -1.24),
(-1.73, 1.29, -1.23),
(-1.73, 1.29, -1.22),
(-1.73, 1.28, -1.21),
(-1.73, 1.28, -1.2),
(-1.73, 1.28, -1.18),
(-1.73, 1.27, -1.17),
(-1.72, 1.27, -1.16),
(-1.72, 1.26, -1.15),
(-1.72, 1.26, -1.14),
(-1.72, 1.25, -1.13),
(-1.72, 1.25, -1.12),
(-1.71, 1.24, -1.1),
(-1.71, 1.24, -1.09),
(-1.71, 1.24, -1.08),
(-1.71, 1.23, -1.07),
(-1.7, 1.23, -1.05),
(-1.7, 1.22, -1.02),
(-1.7, 1.22, -0.99),
(-1.7, 1.22, -0.94),
(-1.69, 1.21, -0.88),
(-1.69, 1.21, -0.81),
(-1.69, 1.2, -0.73),
(-1.68, 1.2, -0.65),
(-1.68, 1.2, -0.56),
(-1.68, 1.2, -0.47),
(-1.67, 1.19, -0.39),
(-1.67, 1.19, -0.3),
(-1.66, 1.19, -0.22),
(-1.66, 1.19, -0.13),
(-1.65, 1.19, -0.05),
(-1.65, 1.19, 0.02),
(-1.65, 1.19, 0.09),
(-1.64, 1.19, 0.16),
(-1.64, 1.19, 0.21),
(-1.64, 1.19, 0.26),
(-1.63, 1.19, 0.3),
(-1.63, 1.19, 0.32),
(-1.63, 1.2, 0.33),
(-1.62, 1.2, 0.34),
(-1.62, 1.2, 0.34),
(-1.62, 1.2, 0.33),
(-1.61, 1.2, 0.31),
(-1.61, 1.2, 0.29),
(-1.6, 1.2, 0.26),
(-1.6, 1.2, 0.23),
(-1.59, 1.21, 0.2),
(-1.59, 1.21, 0.17),
(-1.58, 1.21, 0.15),
(-1.58, 1.21, 0.12),
(-1.58, 1.21, 0.1),
(-1.57, 1.21, 0.08),
(-1.57, 1.21, 0.06),
(-1.56, 1.21, 0.05),
(-1.56, 1.21, 0.04),
(-1.55, 1.21, 0.04),
(-1.55, 1.21, 0.03),
(-1.54, 1.21, 0.02),
(-1.54, 1.21, 0.01),
(-1.53, 1.21, -0.0),
(-1.53, 1.21, -0.02),
(-1.52, 1.21, -0.04),
(-1.52, 1.21, -0.05),
(-1.51, 1.21, -0.07),
(-1.51, 1.21, -0.08),
(-1.5, 1.21, -0.09),
(-1.5, 1.21, -0.1),
(-1.49, 1.21, -0.1),
(-1.49, 1.21, -0.11),
(-1.48, 1.21, -0.12),
(-1.48, 1.21, -0.12),
(-1.47, 1.21, -0.13),
(-1.47, 1.2, -0.14),
(-1.46, 1.2, -0.14),
(-1.46, 1.2, -0.14),
(-1.45, 1.2, -0.14),
(-1.45, 1.2, -0.14),
(-1.44, 1.2, -0.14),
(-1.44, 1.2, -0.14),
(-1.43, 1.2, -0.14),
(-1.43, 1.2, -0.14),
(-1.42, 1.2, -0.13),
(-1.42, 1.2, -0.13),
(-1.41, 1.2, -0.13),
(-1.41, 1.2, -0.13),
(-1.4, 1.2, -0.13),
(-1.4, 1.2, -0.12),
(-1.39, 1.19, -0.11),
(-1.39, 1.19, -0.11),
(-1.38, 1.19, -0.1),
(-1.38, 1.19, -0.09),
(-1.37, 1.19, -0.08),
(-1.37, 1.19, -0.08),
(-1.36, 1.19, -0.07),
(-1.36, 1.19, -0.06),
(-1.35, 1.19, -0.05),
(-1.35, 1.19, -0.05),
(-1.34, 1.19, -0.04),
(-1.34, 1.19, -0.03),
(-1.33, 1.19, -0.03),
(-1.33, 1.19, -0.02),
(-1.32, 1.19, -0.02),
(-1.32, 1.19, -0.02),
(-1.32, 1.19, -0.01),
(-1.31, 1.19, -0.01),
(-1.31, 1.19, -0.0),
(-1.3, 1.19, 0.0),
(-1.3, 1.19, 0.01),
(-1.29, 1.19, 0.01),
(-1.29, 1.19, 0.02),
(-1.28, 1.19, 0.02),
(-1.28, 1.19, 0.03),
(-1.27, 1.19, 0.03),
(-1.27, 1.19, 0.04),
(-1.26, 1.19, 0.04),
(-1.26, 1.19, 0.04),
(-1.25, 1.19, 0.05),
(-1.25, 1.19, 0.05),
(-1.24, 1.19, 0.05),
(-1.24, 1.19, 0.05),
(-1.23, 1.19, 0.05),
(-1.23, 1.19, 0.05),
(-1.22, 1.19, 0.05),
(-1.22, 1.19, 0.05),
(-1.21, 1.19, 0.05),
(-1.21, 1.19, 0.05),
(-1.2, 1.19, 0.05),
(-1.2, 1.19, 0.05),
(-1.19, 1.19, 0.05),
(-1.19, 1.19, 0.04),
(-1.18, 1.19, 0.04),
(-1.18, 1.19, 0.04),
(-1.17, 1.2, 0.05),
(-1.17, 1.2, 0.04),
(-1.16, 1.2, 0.04),
(-1.16, 1.2, 0.04),
(-1.15, 1.2, 0.04),
(-1.15, 1.2, 0.03),
(-1.14, 1.2, 0.03),
(-1.14, 1.2, 0.03),
(-1.13, 1.2, 0.03),
(-1.13, 1.2, 0.03),
(-1.12, 1.2, 0.02),
(-1.12, 1.2, 0.02),
(-1.11, 1.2, 0.02),
(-1.11, 1.2, 0.02),
(-1.1, 1.2, 0.01),
(-1.1, 1.2, 0.01),
(-1.09, 1.2, 0.01),
(-1.09, 1.2, 0.01),
(-1.08, 1.2, 0.01),
(-1.08, 1.2, 0.01),
(-1.07, 1.2, 0.01),
(-1.07, 1.2, 0.01),
(-1.06, 1.2, 0.01),
(-1.06, 1.2, 0.01),
(-1.05, 1.2, 0.0),
(-1.05, 1.2, 0.0),
(-1.04, 1.2, -0.0),
(-1.04, 1.2, -0.0),
(-1.03, 1.2, -0.0),
(-1.03, 1.2, -0.01),
(-1.02, 1.2, -0.01),
(-1.02, 1.2, -0.01),
(-1.01, 1.2, -0.01),
(-1.01, 1.2, -0.01),
(-1.0, 1.2, -0.01),
(-1.0, 1.2, -0.01),
(-0.99, 1.2, -0.01),
(-0.99, 1.2, -0.02),
(-0.98, 1.2, -0.02),
(-0.98, 1.2, -0.02),
(-0.97, 1.2, -0.02),
(-0.97, 1.2, -0.02),
(-0.96, 1.2, -0.02),
(-0.96, 1.2, -0.02),
(-0.95, 1.2, -0.02),
(-0.95, 1.2, -0.02),
(-0.94, 1.2, -0.02),
(-0.94, 1.2, -0.02),
(-0.93, 1.2, -0.02),
(-0.93, 1.2, -0.02),
(-0.92, 1.2, -0.02),
(-0.92, 1.2, -0.02),
(-0.91, 1.2, -0.02),
(-0.91, 1.2, -0.02),
(-0.9, 1.2, -0.02),
(-0.9, 1.2, -0.02),
(-0.89, 1.2, -0.02),
(-0.89, 1.2, -0.02),
(-0.88, 1.2, -0.02),
(-0.88, 1.19, -0.02),
(-0.87, 1.19, -0.02),
(-0.87, 1.19, -0.02),
(-0.86, 1.19, -0.01),
(-0.86, 1.19, -0.02),
(-0.85, 1.19, -0.02),
(-0.85, 1.19, -0.02),
(-0.84, 1.19, -0.01),
(-0.84, 1.19, -0.01),
(-0.83, 1.19, -0.01),
(-0.83, 1.19, -0.01),
(-0.82, 1.19, -0.01),
(-0.82, 1.19, -0.01),
(-0.81, 1.19, -0.01),
(-0.81, 1.19, -0.01),
(-0.8, 1.19, -0.01),
(-0.8, 1.19, -0.01),
(-0.79, 1.19, -0.01),
(-0.79, 1.19, -0.01),
(-0.78, 1.19, -0.01),
(-0.78, 1.19, -0.01),
(-0.77, 1.19, -0.01),
(-0.77, 1.19, -0.01),
(-0.76, 1.19, -0.01),
(-0.76, 1.19, -0.02),
(-0.75, 1.19, -0.02),
(-0.75, 1.19, -0.02),
